gene,total_counts,expressed_cells
C6,869.3534073864345,733
WWC2-AS2,749.3526467793795,733
AK5,809.0229582812912,733
XRCC6BP1,745.3786502636171,733
AL365394.1,1142.5824710645209,733
TAL2,746.0834161575474,732
MTRNR2L2,775.5393987893865,732
WDFY3-AS2,796.5152341337943,732
SLC51A,749.6387626302834,732
SYNGAP1-AS1,734.364037051422,732
ADAM23,799.8465815178013,731
ATP6V1G2,745.6586175908701,731
AC002451.1,747.6722840286113,731
AL390198.1,742.3193474018601,731
AP001267.3,737.5893617977447,730
AC096733.2,744.013203557761,730
RP11-262H14.4,757.2326259361317,730
AC002117.1,754.6017774296662,730
AL590705.1,735.1013969541818,730
AC027601.6,787.1733493397087,730
FAM183A,793.1396272612428,729
LINC01597,752.7556332350787,729
DRAIC,783.0392720365734,728
AC009812.1,746.4546747529088,728
CTD-3193O13.9,760.0736369217205,728
INCENP,741.4343032747316,728
AC051619.5,755.2285599427305,728
VNN2,759.3063662790746,727
AC092040.1,732.7497163604761,727
AL139289.2,740.2600472753646,727
HBD,897.7012643246234,726
AC099778.1,744.2760588431522,726
TINCR,748.7202937448081,726
C17orf113,727.8593593666478,726
FAT3,830.7722295517681,726
AL031123.5,1000.69511723271,725
AL117379.1,725.6455829242877,725
ZNF572,731.3155435481988,724
AC026471.1,736.8008562321119,724
ADGRE2,841.6655842574095,724
AL139275.2,811.9921636052351,724
COL26A1,796.7057466443173,723
TLR8,836.4003777416497,722
RP11-658F2.8,733.1133613128843,722
ARHGAP40,763.6497587629304,721
RP11-383J24.6,743.8697265296057,721
AP000704.1,748.3031416516517,721
GASK1B,1018.0373957062891,721
BORA,726.6810314083458,721
KCND3,756.2263260182768,721
RNF122,706.6658110182137,720
TMEM45A,802.3071961275681,720
AP001437.1,724.236794540813,720
LRRN1,745.8511595727585,720
LDHC,741.8293599032281,719
ZNF575,721.4408086677951,719
ZBP1,817.2530012871918,718
BNIPL,770.698610117824,718
AC005225.2,728.1425784905622,718
ITFG2-AS1,727.4266397055391,718
LTO1,744.4013923950042,717
RP13-188A5.1,748.8286327102753,717
FAM65B,913.8915158241346,717
FLT3,784.4685557546974,717
SNHG3,763.3552139108289,716
AKAP2,736.552081725984,716
A1BG-AS1,724.2929208586663,716
ZNF792,714.0666884953667,716
C5orf34,733.61493615392,716
LINC01588,725.5974654705369,716
VAT1L,762.3737815376077,716
AC002470.1,711.6836383948927,715
ACHE,743.6418464329687,715
TRIM71,732.7813647992293,715
KLHL6,765.8811776557033,715
CCDC64B,740.0356342200946,715
AC021321.1,716.8116493317094,714
WBSCR17,851.5055693073986,714
RASSF1-AS1,718.1720984174902,714
YBX2,745.4557685978962,713
AL513318.2,721.60857559372,713
ZNF485,720.3856895807115,713
CTD-3065J16.9,734.544680925462,713
PTGDR,816.3095970662326,713
GRIP2,762.2409637003111,713
RP11-119F19.2,733.2227825412128,712
AC012358.3,716.2168771255846,712
CDC7,724.1116430883905,712
AC011468.5,720.2718129834261,712
HOXC-AS2,736.722677472525,711
ATP1A2,946.9434639179126,711
MN1,781.955882406557,711
DIRAS2,736.8930989925525,710
AC008443.1,713.9775540910186,710
NRROS,724.1052585992846,710
MAMDC2,780.8166934064637,710
RP11-774O3.3,723.6357043225756,710
HARBI1,706.4803866394717,710
AL390294.1,759.5708088460717,710
CD70,914.6400047915083,709
RP11-498P14.3,720.4720101465663,709
CDKN2A,964.2082172164104,709
AC009948.5,727.9844275946634,709
BX664615.2,762.1327233174575,708
CHAF1B,715.0559879612343,708
LRRC48,714.026772491467,708
NLRP3,813.1159722289144,707
BX537318.1,711.6360867270004,706
FAM26F,1290.5437277248432,705
RP11-146F11.1,731.2440706176682,705
FAM81B,753.0963212896705,705
TNNI1,1488.5104268613493,705
CCDC85A,747.5500939252429,705
HYAL3,717.5986858024257,704
Z83851.1,789.1673667154932,704
PCDHA12,729.813231126708,704
ETV7,718.4811924605209,704
RP11-798M19.6,743.6429324837488,703
ZBED9,708.7402460193382,703
GATA6,771.7552204881774,703
ANKRD13B,706.8295370625871,703
SDR42E2,726.7789410369082,703
CDKN3,1095.0879309320685,702
ZNF423,723.4082432529098,702
ZBTB9,704.147581171737,702
AL024508.2,708.3275762602718,702
AL008729.2,718.1882499850972,702
ERVK9-11,714.4695353041766,701
ESYT3,708.4388806937852,701
TEPP,729.7907537094711,701
ZNF286B,703.8132917324313,701
ZNF324B,698.1704774758853,700
MMP1,787.2644425152705,700
ST20-AS1,709.1877304644238,699
ZNF727,722.4061210244903,699
C2orf73,710.9223855822987,699
LYVE1,1161.9593178955524,698
SLC16A6,721.6996028634303,697
GPR173,710.0545361354659,697
PCDHB2,732.8083843519632,697
DCLK1,802.1440824260296,697
MTBP,701.839780380995,697
CYSLTR2,763.9613089830923,696
S100B,2380.4125250386965,696
PVRL4,744.7058348669792,696
CCDC170,742.5988229741976,696
AC004130.2,804.308392548459,695
CENPP,703.1446560443584,695
MYO7A,721.3566125537034,695
TFAP2C,742.1402728066915,695
CRYBB3,808.0272043724101,695
FAM71F2,696.8872040155372,695
IQCJ-SCHIP1,709.5206383660013,694
CBX2,704.3284199899339,693
GSEC,712.3416437226317,693
EGFL8,773.0894387614808,693
LINC00992,707.8708350485256,692
HFM1,710.3087807951454,692
TGFBR3L,731.9294822878293,692
CDNF,699.4806509082412,692
OBI1,710.2694189299874,692
AC105999.2,1040.2304010562839,692
PSMD6-AS2,697.1905476389104,691
RP11-545E17.3,759.421192053542,691
RP11-293A21.1,721.876746593338,691
AL627309.1,736.7030592167794,691
RP11-210M15.2,719.7964140798431,691
UGDH-AS1,697.3464760656865,691
RIMS3,692.5682249660924,690
AL021707.2,695.9694130469265,690
AC018638.7,689.7485937340152,690
RP5-1125A11.1,716.300669854212,689
RP11-325F22.5,728.0198968702357,689
TYW1B,693.5677735239825,689
AC007032.1,713.5640942830548,689
CR1L,779.5946549938981,689
TM4SF4,783.9062717988819,688
AC016747.1,729.1606738386607,688
FCHO1,718.1216726288983,688
SLC22A4,706.8632850706981,688
ARC,2113.5147287665613,688
AC093525.6,698.355910939613,688
RP11-7O14.1,767.4578567922466,688
IGLC2,473664.58930955885,687
TMEM132E,724.8711642507504,687
GINS3,693.740552290837,686
CCNF,717.6930019825847,685
ZNF23,690.9254510184527,684
ASB15,750.4396749878181,684
ABHD1,704.6515397133456,684
LPHN3,774.184964253958,684
AC015813.2,693.0579741174564,683
OLFML3,839.4735388321517,683
AL080250.1,687.3458313517605,683
UGT1A9,783.4434036768736,683
AC023908.3,696.9931564218964,682
ANKRD23,685.7904908537638,682
SBNO1-AS1,736.8972273904371,682
PXDNL,716.9158930922846,681
TNS4,734.8507268438328,681
C1orf213,701.5136335091854,681
AC069224.1,690.7683337112221,681
CCDC17,696.4567571987664,680
HCP5,714.0264052638983,680
CORO6,695.8228869508356,680
AL031123.4,890.7479102818692,680
RP5-1074L1.4,697.9222676462051,680
PIWIL4,695.9553302046282,680
TTLL11,677.2744155622465,679
AC107068.1,686.5962706787067,679
CTD-2194A8.2,776.4444311476318,679
MAFG-DT,696.5578822719577,679
PLPP7,682.1226564696708,679
AC124242.1,688.4657253433573,679
CNTD2,1002.2928253250964,679
PSG4,952.5250705277564,679
RP11-386I14.4,901.895656570222,679
VXN,700.6021217483296,679
AC005498.2,678.6432903814066,678
RP11-473M20.7,687.4355611418881,678
RP11-327J17.2,711.2759396306274,678
P2RY14,853.0115700357966,678
TMCC2,677.7456525308107,678
TCF15,751.6462019424466,678
SHPK.1,687.3878744880682,677
AL356488.3,700.2704540864089,677
LINC01060,696.1237543475559,677
HIST1H4J,693.9055602954045,676
TTC25,682.1220236046798,676
LILRA1,836.0435666786722,676
RP11-192H23.4,735.2914461802103,676
CPNE6,967.2998017556943,676
AC011526.1,953.2562537258768,675
AC013275.1,720.4475420902668,675
UBE2C,2387.359178428753,675
ACPL2,695.4551925242058,675
LRATD1,795.6270530520646,675
CRYBB2,682.6632596155932,675
USP35,681.9033045283654,674
GALNT4,719.1846312720248,674
CD160,896.8160185751717,674
TLR6,713.6634705631208,674
AL354822.1,694.6105581814514,674
MARCH3,696.5334083897437,674
RP11-152N13.5,693.4995904694807,674
CXCL10,3251.1923584728866,674
FAM27E3,692.8737570385963,674
CCDC154,679.4020770702749,673
ZNF233,684.3623234119021,673
CCDC173,690.7581183756059,673
C8orf48,681.5648278301535,673
ADORA2A-AS1,687.3790159710143,672
GPR162,689.7432133204045,672
BFSP1,697.6229995759876,671
ABCA8,880.2522649208988,671
SMCR5,680.9038273367485,671
TMEM217,685.4562760349651,670
ACTN2,682.4457810633537,670
EEF1A2,876.8429483488582,670
AL627171.2,689.2437459595558,670
RP11-849H4.2,685.0090126933906,669
HRC,756.8602183641677,669
PAQR6,669.9407555734817,669
RP11-37B2.1,692.2193603257713,668
RP11-11N9.4,721.7286726971894,668
AL031429.1,789.63114300147,668
RP1-40E16.12,687.6524578303923,668
NCR3LG1,677.6937060537223,668
PI16,1684.0736142839248,668
INHBA,934.2189902774633,668
AC099522.2,668.5857716183552,667
TP53AIP1,716.8364048167897,667
C11orf63,686.6897474457786,667
LINC00910,679.370930690499,667
HSPA1L,677.3723061475102,667
C19orf69,854.4857871992591,667
RP11-412D9.4,695.9088142982196,667
LINC00924,891.688212556176,667
EEF1AKNMT,688.9919321423929,666
HEYL,854.8146317218499,666
BEND3,665.4337080499074,665
LRRC36,676.6244733000766,664
AL161457.2,668.0667737315885,664
IL33,1050.177555411648,664
ZNF426-DT,670.027743661633,664
FGF14,704.1680459295063,664
AL590226.1,841.7218568356235,663
FBXL13,670.1731832966511,663
CTD-2517O10.6,675.1130761798114,663
CST5,874.1195757241427,662
IL11,1355.7869928480695,662
TESPA1,704.6884041480638,662
LINC01426,710.145419590541,662
RP11-820I16.4,674.9378256867109,661
SOGA2,696.8738204851088,661
APOA1,738.4257322511185,661
LINC01506,684.2438527075192,661
SNPH,667.968135443447,661
MAMLD1,687.3082963961612,661
MSH5,662.263838128254,660
LPHN1,668.6236455735876,660
CDH11,845.6329009225943,659
KLHL4,701.715232201641,659
GNA15,712.0638550549754,658
SUSD5,809.3991626407181,657
TOP2A,2031.313210115015,657
STARD5,663.2486527892264,657
IGSF10,666.8869702090187,657
ZNF221,659.4755808225916,657
AC104187.1,667.296425899846,657
SOWAHD,678.5962433697815,657
GET4,655.0758583655658,656
APBA1,668.5706621302149,656
SH3GL3,701.3822009406426,656
MUM1L1,690.2892608023028,655
AC074212.1,694.7718100823691,655
KRT222,824.8180324334918,655
LINC00346,837.0524172544041,655
LINC01004,661.3129798474233,655
ARHGAP11A,779.1886337405416,654
RP5-886K2.3,661.4928627487935,654
DMC1,675.9217704016161,654
RP11-25K19.1,683.0274103903984,654
AC107952.2,665.8726245664602,653
CDC20,1003.229467517601,653
LSMEM1,664.0196494517389,652
AP001160.2,651.8377907096527,652
CTD-2287O16.5,667.86773899637,652
FAM46B,783.2874909388438,651
AP005482.1,669.1342820557869,651
AC069544.1,658.612644756352,651
IL12RB1,674.5030055478366,651
RP5-887A10.1,752.057764338909,650
ATRNL1,672.4160791293904,650
ZNF215,661.7425898556502,650
AC003681.1,661.6705511723088,649
ZNF788P,658.583551283491,649
APOBEC3A,1321.9384608081784,648
PAK3,666.4298271782504,648
MFSD2A,759.0336202108772,648
JPH2,714.6598026843789,648
LGALS4,914.9025849658146,648
FAM21A,668.229087537858,648
RP11-5C23.1,665.1395102147719,648
SAPCD2,664.2964238059194,648
AC008741.2,655.4246516904026,647
ZNF707,646.8651307086498,647
SPIB,949.161409055151,647
JPH4,690.5970390732948,647
RP11-67L2.2,653.5123146134066,647
AL050309.1,668.2999947860726,646
PDE4C,800.0195002583108,646
AC127526.5,763.8069633791001,646
OSBPL6,670.8310905714484,646
KIAA1107,661.1676710318035,646
POC1A,660.2760777755467,645
RP11-110G21.1,658.2832203140706,645
NOMO3,648.950595647927,645
NPY5R,681.7445895184363,645
AC010883.1,648.5279021932727,645
AC004257.3,652.2600391950905,645
RP11-273B20.1,673.670097797115,644
AL035413.1,647.925427187152,644
TRABD2A,666.0104890398494,643
RP11-761E20.1,666.6937158358444,643
TIGD4,649.9732359530277,643
RAB26,648.1238426977013,643
H19,2225.9538020407426,642
LINC00871,661.308886281938,642
AP001062.7,663.7816818444325,642
PPM1N,675.4193310503657,641
TRPC6,671.6545426056257,641
PLA2G12B,669.2071740945031,641
CACNA2D4,667.5675990293488,641
RAD51-AS1,682.599028049794,640
RP3-402G11.26,654.7580250513812,640
C1RL-AS1,648.5483079038715,640
SPRY3,649.9654535357622,640
ST3GAL6-AS1,646.2163064872716,640
AL133338.1,648.2831312587102,639
C2ORF15,661.9297942450547,639
AGAP2-AS1,662.100516624119,639
ZNF132,637.9746420851792,639
CASQ2,812.1860570351013,639
AF213884.3,651.2210448818082,639
TMEM220-AS1,641.1652217905935,638
ANKRD24,643.555461469497,638
C9,682.7715221406487,638
AC093827.5,648.8535434689908,638
AL596202.1,644.4626703361893,637
FAM188B,650.7336067132337,637
TDRD5,651.063150149956,637
TLCD4,720.1209417597703,637
AC133552.5,691.7755285084855,637
EDARADD,668.149322444549,637
AC004846.1,647.9480606764214,637
DHRS2,1002.8103616623462,636
AC016027.1,642.3427917522293,636
IGHA1,194341.10304150765,636
CYP2C9,684.8555600163073,636
RP11-677M14.3,662.8156394497894,636
ZNF561-AS1,659.3271969299457,636
MORF4L2-AS1,644.4163327440134,635
PROZ,670.5949507148101,635
MEIOC,673.4989534043617,635
RP11-299J3.8,652.9489521047155,634
PNMA6C,650.4121447275596,634
CELF4,664.2538878013523,634
IL13RA2,1899.8162328586793,634
AL391069.3,649.9802615007425,633
CDO1,734.6627967494884,633
C20orf204,648.7449262732816,633
AP001059.1,656.9748712268946,633
RP5-1092A3.4,644.4988015961101,633
SPATA4,640.748447441148,633
AL441883.1,635.0692894868108,633
SCUBE1,708.466809356216,632
SH2D1B,722.2824994672884,632
SYT14,671.54672387644,632
IL34,668.3718567580461,632
AL080317.2,632.2476697433673,632
HOXC11,644.1854716027705,631
PRDM6,651.9707799105433,630
SPTSSB,731.9373648326406,630
KCNAB1,741.5749008424114,630
CTD-2626G11.2,701.2767478144947,630
UNC5C,676.1232356182518,630
AL645568.1,638.2816580548009,630
FMOD,685.5509817967611,629
GJC2,653.0290057653741,629
RP11-475N22.4,684.5992303948902,629
RP11-545I5.3,634.8332024930785,628
DAPK2,645.771688135731,628
KLRC1,1202.920135756038,627
AP001412.1,633.0768934958616,627
TCAP,644.7767379410549,627
COCH,655.0745363066982,627
KIF17,660.9501690189697,626
AC108471.2,633.5457269759683,626
S100A12,1656.0471886788685,626
FAM153A,652.4344565840865,626
AL136295.2,624.4817384605236,626
NANOS3,630.9063424610191,625
STAG3,665.8157820453331,625
AC007993.3,672.4946384609982,625
AC083862.2,634.893405145359,625
C19orf68,631.1477952391161,625
SEPT7-AS1,637.3416458023675,625
C8orf47,660.2751951695775,624
NTM,772.7296874636529,624
LPAR5,652.8006142561044,624
HAPLN2,818.1448798660875,624
ANKDD1A,651.0129835797877,623
LINC00987,663.4787038565505,623
BBOX1-AS1,670.3009364632943,623
AD000090.2,632.2214298007692,622
DFNB31,635.5041136521512,621
RMRP,626.5159769936188,621
LINC01311,622.0535106510107,621
ARL11,667.746118951052,621
FANCB,637.0858634542445,620
RP11-390F4.6,653.6592759633226,620
AL022162.1,666.6515284872357,620
MSX1,662.7865751879733,619
AL365205.1,621.0776213854681,619
ACKR2,637.7778603500865,619
RP11-326I11.3,639.1495436676545,618
RP11-396O20.1,1111.7439948533415,618
LINC02361,627.7350661394626,618
CYP21A2,661.5766108719097,618
AC012146.1,676.8093225510141,617
C15orf59-AS1,758.128229970464,617
RP5-894A10.2,630.2768858181447,617
CPLANE2,612.1765972290988,617
AGTR1,1080.0140367770543,617
ZNF280B,633.0291947851571,617
SYTL5,669.0157531414537,617
RP11-66N24.3,630.0586166232162,617
EOMES,701.5561772319271,617
MIR193BHG,630.8627209841968,616
C9orf91,628.3319101067441,616
SPTB,626.8086218252504,615
CD28,658.5200793590648,615
GLT8D2,653.870845157133,614
ANKS1B,658.8222931125772,614
AC003075.4,640.4229209749652,614
AC114490.2,617.0439172699535,614
CACNB1,605.5434860870583,614
WDR93,617.6073446466148,614
RP11-49I11.1,655.497449339217,613
TMEM229B,611.5648909887387,613
KLHL11,602.0395631638505,612
MYO3A,661.333535370268,612
HMMR,976.5211585041473,612
HIST2H2BF,640.3093106735117,611
FOXD2,715.8909725988772,611
TPRG1,661.4980181950846,611
CYP2E1,671.4515976595586,610
CTD-2008P7.9,659.8015444027012,610
AL109811.2,611.2675289639888,610
VGF,833.3879324225906,610
WNT7A,712.97278765385,609
RAB27B,634.9420884922306,609
AC012065.7,643.0328457205729,609
AC012309.5,631.3993114917756,609
AC123768.4,615.0842669323218,609
AL121899.1,655.5853391064121,609
CTD-2366F13.1,630.2948054318332,608
REM2,610.1709509211545,608
RP11-53O19.1,624.9634215149483,608
LINC00984,624.0040561807047,608
AP001107.9,610.8668859831065,608
ART5,626.0371282689665,607
AL662884.4,612.6420144978506,607
SPTBN5,616.5503954775421,607
CTD-2162K18.5,624.4696037918422,606
SPAAR,679.4277940626308,606
NTNG1,1038.5892666278614,606
RXFP1,917.0377951937197,606
CTB-113D17.1,636.6683824143129,606
CACNA1A,630.4214333608915,605
RGAG4,630.3972962940684,605
RP11-755B10.4,623.3358126635931,605
RP3-512B11.3,626.5062149747295,605
FOXI2,701.9499101784597,605
AC130371.2,614.3534428221551,604
RGS4,788.742926176225,604
AL391422.3,616.7472173143606,604
CTC-534A2.2,612.7485206203564,603
IGFBP1,1494.1641300539188,603
AC074386.1,607.9635349429166,603
AC239868.2,608.6879064138323,603
GREB1,623.5065134462078,602
DNAH9,618.4468672253655,602
AL078639.1,675.2279605733149,602
COL25A1,709.097056873121,602
AL731569.1,600.4215555790581,601
HS6ST3,680.8414007997304,600
RP11-337C18.8,608.9784814591552,600
SLC4A5,611.095267063905,600
RTN4RL1,600.1442391378706,600
MARCO,1223.528002634003,600
CD300LG,747.8271280986453,599
SLAMF6,633.8869182603847,599
RP11-212P7.2,626.4079343079022,599
GUCY1A2,752.6672540466554,599
CYP2D6,595.4573698420426,599
AP000866.1,609.2659152228447,598
AC007336.1,621.3786926648719,598
XRCC3,601.4372026495413,598
SSC5D,634.3090484969694,598
RP4-639F20.1,621.4545241196621,597
THBS4,621.349886786651,597
TMEM246-AS1,669.5162851758552,597
VSIG8,666.2166500129327,597
XXbac-B135H6.15,617.9761633620913,597
CCBL1,614.0753178677802,597
EDDM3A,644.3482814318127,597
C10orf25,603.9126544811095,597
RP11-1017G21.5,615.3076365429342,596
CTA-217C2.1,609.3842683982302,596
AL358852.1,607.248497653115,596
LINC01485,633.7275119408878,596
KCTD21-AS1,600.17075537425,595
PLXDC1,662.313201651888,595
ZNF556,616.6737878294929,594
DIPK2A,650.6710063475398,594
IL10RB-DT,639.9662784498635,594
RP11-122G18.5,608.3673763862884,594
CCRL2,638.5983408893055,594
SH3RF2,596.1446934471986,593
RP11-85F14.5,620.6188504914215,593
CTC-425F1.4,615.9014161822258,593
RP11-69E11.4,604.875379092804,593
MIR145,1071.3901833595148,592
C11orf84,605.3958095454143,592
AC004803.1,597.9160496561398,592
CD248,815.4614680513243,592
RP11-46C24.7,610.0334642710179,592
KIF24,599.1152558038501,592
LINC00672,618.9886817914171,591
ABITRAM,616.2087552906654,591
AL359258.2,589.7456396690824,591
AC009961.1,598.0632504833885,591
APLN,977.2217491566589,591
VSNL1,613.9908477710591,591
MST4,613.9003291127517,591
GPR18,619.4022523870004,590
AL513550.1,589.352923789782,590
AC135803.1,596.0601276982201,590
MTRNR2L1,586.9581965060471,590
CR381653.1,595.9228564654621,589
AC010894.2,595.5974706833856,589
RP11-760H22.2,604.6000367738295,589
SPINK2,727.9065004450291,589
LINC01739,682.572490346936,589
ANOS1,613.8529583555486,589
USP30-AS1,589.4395854763042,588
RP11-96H19.1,603.6674490586242,588
CTC-444N24.8,602.9094344452974,588
CTD-2528L19.6,601.7429336927964,588
HIST1H4E,627.8194252534322,588
AC026471.2,598.8947043905594,587
RP11-61L19.2,758.8598814333745,587
CTC-428G20.3,601.8864554758125,587
CBLN3,606.406612890737,587
LAIR2,832.3166853960928,587
AC090673.1,622.7197484376968,587
KIAA0922,615.1977647540774,587
AL391834.2,587.6389548944638,587
PPARGC1B,610.9515379917622,587
XXbac-BPG181B23.7,610.0133074509067,587
AP002381.2,643.0491953100629,586
ZFHX4,663.4637521977794,586
ANO7,598.6181299667768,586
RETN,1225.056587663569,586
AC233309.1,599.2384456073943,586
PLK1,684.5151735656569,586
RP11-157P1.4,591.3199088835358,585
RP11-884K10.7,597.9231920102891,585
TRIM63,622.4074428852871,585
ARHGAP22,638.7616060721211,585
SLFN12L,621.0268338735104,585
AATK,597.5899921256972,584
AC097376.3,615.4688774485709,584
TDRD1,632.7414458990293,584
B3GALT5,620.6167156200021,584
POU2AF1,762.087818999894,584
ADAMTS17,605.413653045481,584
MDFI,621.9265689240042,583
AL355075.4,655.4646847402959,583
PSD,585.7678954185313,583
KCNAB3,588.322606348544,583
AP001059.3,649.8127576568605,583
PLEKHG6,583.2331764186777,582
RASL10A,649.3839857660714,582
RP13-270P17.3,613.3167813092633,582
IGHG3,68333.20470736115,582
AC008946.1,588.9268935331311,582
DDTL,589.9737811749814,582
KAAG1,645.1508573532766,581
CD5,621.3346559875613,581
AC018816.1,597.2662741318973,581
OTUB2,583.8614484957675,581
BIRC5,1217.1611875633869,581
WNT6,709.788407027642,580
AC104667.3,607.7914685123037,580
ZDHHC11B,586.5005322124455,580
RP4-773N10.4,589.0328531142416,579
AP000696.1,595.2590346602384,579
